edgeID,startNode,endNode
NHALL01104_NDEPT01004,NHALL01104,NDEPT01004
NHALL01104_NHALL01004,NHALL01104,NHALL01004
NHALL01204_NDEPT00304,NHALL01204,NDEPT00304
NHALL01304_NSERV00204,NHALL01304,NSERV00204
NHALL01304_NHALL01204,NHALL01304,NHALL01204
NHALL01404_NHALL01304,NHALL01404,NHALL01304
NHALL01504_NHALL01404,NHALL01504,NHALL01404
NHALL01604_NDEPT00504,NHALL01604,NDEPT00504
NHALL01704_NHALL01604,NHALL01704,NHALL01604
NHALL01804_NHALL01704,NHALL01804,NHALL01704
NHALL01904_NELEV00X04,NHALL01904,NELEV00X04
NHALL01904_NSTAI00304,NHALL01904,NSTAI00304
NHALL01904_NHALL01404,NHALL01904,NHALL01404
NHALL02004_NHALL01804,NHALL02004,NHALL01804
NHALL02104_NHALL02004,NHALL02104,NHALL02004
NHALL02304_NDEPT01204,NHALL02304,NDEPT01204
IHALL03404_NHALL03504,IHALL03404,NHALL03504
IHALL03404_NDEPT02204,IHALL03404,NDEPT02204
IHALL03404_NHALL00104,IHALL03404,NHALL00104
NCONF00304_NHALL00504,NCONF00304,NHALL00504
AHALL01601_NELEV00Z01,AHALL01601,NELEV00Z01
NSTAI00704_PSTAI00605,NSTAI00704,PSTAI00605
MSTAI00103_NSTAI00204,MSTAI00103,NSTAI00204
NSTAI00204_PSTAI00305,NSTAI00204,PSTAI00305
NSTAI00104_PSTAI00105,NSTAI00104,PSTAI00105
NELEV00Z01_LELEV00Z02,NELEV00Z01,LELEV00Z02
LELEV00Z02_MELEV00Z03,LELEV00Z02,MELEV00Z03
MELEV00Z03_NELEV00Z04,MELEV00Z03,NELEV00Z04
NELEV00Z04_PELEV00Z05,NELEV00Z04,PELEV00Z05
AHALL01601_IHALL02901,AHALL01601,IHALL02901
AHALL01501_IHALL02901,AHALL01501,IHALL02901
ADEPT00701_IHALL02901,ADEPT00701,IHALL02901
MRETL00203_IHALL00303,MRETL00203,IHALL00303
IHALL00303_IHALL01303,IHALL00303,IHALL01303
IHALL01203_IHALL01303,IHALL01203,IHALL01303
MRETL00503_IHALL01203,MRETL00503,IHALL01203
MRETL00203_IHALL01403,MRETL00203,IHALL01403
MHALL00403_IHALL01403,MHALL00403,IHALL01403
MHALL01703_IHALL01403,MHALL01703,IHALL01403
MDEPT00603_IHALL02003,MDEPT00603,IHALL02003
MHALL01103_MHALL00603,MHALL01103,MHALL00603
IHALL02003_MHALL01103,IHALL02003,MHALL01103
IHALL02003_IHALL02103,IHALL02003,IHALL02103
IHALL01903_IHALL02103,IHALL01903,IHALL02103
MDEPT00503_IHALL01903,MDEPT00503,IHALL01903
IHALL01803_IHALL01903,IHALL01803,IHALL01903
MDEPT00403_IHALL01803,MDEPT00403,IHALL01803
IHALL01603_IHALL01803,IHALL01603,IHALL01803
MDEPT00203_IHALL01603,MDEPT00203,IHALL01603
IHALL01503_IHALL01603,IHALL01503,IHALL01603
MHALL00803_IHALL01503,MHALL00803,IHALL01503
MDEPT00103_IHALL01503,MDEPT00103,IHALL01503
MSTAI00103_MHALL00203,MSTAI00103,MHALL00203
MHALL00203_IHALL02203,MHALL00203,IHALL02203
MELEV00Y03_IHALL02203,MELEV00Y03,IHALL02203
MELEV00Z03_IHALL02203,MELEV00Z03,IHALL02203
NSERV00103_IHALL02203,NSERV00103,IHALL02203
MSERV00403_IHALL01003,MSERV00403,IHALL01003
MHALL00103_IHALL01003,MHALL00103,IHALL01003
MSERV00503_IHALL01003,MSERV00503,IHALL01003
MSERV00203_IHALL01003,MSERV00203,IHALL01003
IHALL01403_IHALL02303,IHALL01403,IHALL02303
MHALL00203_IHALL02303,MHALL00203,IHALL02303
IHALL02303_MRETL00103,IHALL02303,MRETL00103
MHALL00603_MHALL00503,MHALL00603,MHALL00503
MSERV00803_IHALL02403,MSERV00803,IHALL02403
MHALL00503_IHALL02403,MHALL00503,IHALL02403
MRETL00403_IHALL02403,MRETL00403,IHALL02403
IHALL02103_IHALL02503,IHALL02103,IHALL02503
MREST00203_IHALL02503,MREST00203,IHALL02503
MREST00103_IHALL02503,MREST00103,IHALL02503
MHALL00903_IHALL02503,MHALL00903,IHALL02503
NHALL00904_IHALL03604,NHALL00904,IHALL03604
NHALL00804_IHALL03604,NHALL00804,IHALL03604
ASTAI00301_NSTAI00504,ASTAI00301,NSTAI00504
NSTAI00504_PSTAI00205,NSTAI00504,PSTAI00205
ASTAI00201_MSTAI00103,ASTAI00201,MSTAI00103
AHALL00701_IHALL02301,AHALL00701,IHALL02301
IDEPT00101_IHALL02301,IDEPT00101,IHALL02301
IHALL00601_IHALL02301,IHALL00601,IHALL02301
ADEPT00301_IHALL00601,ADEPT00301,IHALL00601
AHALL00401_IHALL00601,AHALL00401,IHALL00601
AHALL00401_IREST00301,AHALL00401,IREST00301
AHALL00401_IHALL02501,AHALL00401,IHALL02501
AREST00101_IHALL02501,AREST00101,IHALL02501
AHALL00301_IHALL02501,AHALL00301,IHALL02501
AHALL01201_IHALL02601,AHALL01201,IHALL02601
AHALL00301_IHALL02601,AHALL00301,IHALL02601
AHALL00301_IHALL02701,AHALL00301,IHALL02701
AREST00201_IHALL02701,AREST00201,IHALL02701
AHALL00801_IHALL02701,AHALL00801,IHALL02701
AHALL01401_IHALL02801,AHALL01401,IHALL02801
AHALL01301_IHALL02801,AHALL01301,IHALL02801
ALABS00201_IHALL02801,ALABS00201,IHALL02801
ADEPT00601_IHALL02601,ADEPT00601,IHALL02601
NHALL00804_NDEPT01104,NHALL00804,NDEPT01104
NHALL00804_NSTAI00204,NHALL00804,NSTAI00204
NDEPT00204_IHALL03604,NDEPT00204,IHALL03604
NHALL01804_IHALL04004,NHALL01804,IHALL04004
NHALL01904_IHALL04004,NHALL01904,IHALL04004
NHALL01604_IHALL03704,NHALL01604,IHALL03704
NHALL01504_IHALL03704,NHALL01504,IHALL03704
NDEPT00404_IHALL03704,NDEPT00404,IHALL03704
NREST00204_IHALL04004,NREST00204,IHALL04004
NREST00104_IHALL04004,NREST00104,IHALL04004
NDEPT00704_IHALL03804,NDEPT00704,IHALL03804
NHALL02104_IHALL03804,NHALL02104,IHALL03804
NDEPT00604_NHALL02004,NDEPT00604,NHALL02004
IHALL03804_IHALL03904,IHALL03804,IHALL03904
NHALL02204_IHALL03904,NHALL02204,IHALL03904
NDEPT00804_IHALL03904,NDEPT00804,IHALL03904
NHALL01204_IHALL04104,NHALL01204,IHALL04104
NDEPT00904_IHALL04104,NDEPT00904,IHALL04104
NHALL01104_IHALL04104,NHALL01104,IHALL04104
PSTAI00605_PDEPT01905,PSTAI00605,PDEPT01905
PHALL02705_PHALL02905,PHALL02705,PHALL02905
PHALL01005_IHALL02805,PHALL01005,IHALL02805
NREST00205_IHALL02805,NREST00205,IHALL02805
NREST00305_IHALL02805,NREST00305,IHALL02805
PHALL00405_PDEPT00105,PHALL00405,PDEPT00105
PHALL00405_IHALL02805,PHALL00405,IHALL02805
PDEPT01405_PSTAI00205,PDEPT01405,PSTAI00205
LHALL01002_IHALL02102,LHALL01002,IHALL02102
LHALL00902_IHALL02102,LHALL00902,IHALL02102
LELEV00Z02_IHALL02102,LELEV00Z02,IHALL02102
AHALL00501_IHALL03001,AHALL00501,IHALL03001
AHALL00401_IHALL03001,AHALL00401,IHALL03001
ADEPT00501_IHALL03001,ADEPT00501,IHALL03001
AELEV00Y01_LELEV00Y02,AELEV00Y01,LELEV00Y02
LELEV00Y02_MELEV00Y03,LELEV00Y02,MELEV00Y03
MELEV00Y03_NELEV00Y04,MELEV00Y03,NELEV00Y04
NELEV00Y04_PELEV00Y05,NELEV00Y04,PELEV00Y05
AELEV00X01_LELEV00X02,AELEV00X01,LELEV00X02
LELEV00X02_MELEV00X03,LELEV00X02,MELEV00X03
MELEV00X03_NELEV00X04,MELEV00X03,NELEV00X04
NELEV00X04_PELEV00X05,NELEV00X04,PELEV00X05
ASTAI00101_LSTAI00202,ASTAI00101,LSTAI00202
LSTAI00202_MSTAI00203,LSTAI00202,MSTAI00203
MSTAI00203_NSTAI00304,MSTAI00203,NSTAI00304
NSTAI00304_PSTAI00405,NSTAI00304,PSTAI00405
